Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2006,Southern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2006,Southern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,3
2006,Southern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,33
2006,Southern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,16
2006,Southern,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,1
2006,Southern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,8
2006,Southern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,32
2006,Southern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,6
2006,Southern,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
2006,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,34
2006,Southern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,10
2006,Southern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,11
2006,Southern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,4
2006,Southern,Hospitalised,75 and over,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,5
2006,Southern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,3
2006,Southern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2006,Southern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,4
2006,Southern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Not Worn,2
2006,Southern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,2
2006,Southern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,18
2006,Southern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,9
2006,Southern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2006,Southern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2006,Southern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,3
2006,Southern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,3
2006,Southern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,4
2006,Southern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,26
2006,Southern,Hospitalised,17 to 24,Male,Vehicle Occupant,Not applicable,2
2006,Southern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,83
2006,Southern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,50
2006,Southern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,15
2006,Southern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,2
2006,Southern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Use Not determined,4
2006,Southern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,10
2006,Southern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,19
2006,Southern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,14
2006,Southern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,2
2006,Southern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,1
2006,Southern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,2
2006,Southern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Use Not determined,3
2006,Southern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,20
2006,Southern,Hospitalised,30 to 39,Male,Vehicle Occupant,Not applicable,2
2006,Southern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,27
2006,Southern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,22
2006,Southern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,5
2006,Southern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,5
2006,Southern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
2006,Southern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Use Not determined,8
2006,Southern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,18
2006,Southern,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,26
2006,Southern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,9
2006,Southern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Use Not determined,1
2006,Southern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
2006,Southern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,18
2006,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,29
2006,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,10
2006,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Use Not determined,1
2006,Southern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,2
2006,Southern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,3
2006,Southern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,25
2006,Southern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,13
2006,Southern,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Hospitalised,75 and over,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,9
2006,Southern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,9
2006,Southern,Hospitalised,60 to 74,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2006,Southern,Hospitalised,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2006,Southern,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,1
2006,Southern,Medically treated,0 to 16,Female,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,32
2006,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,13
2006,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,6
2006,Southern,Medically treated,17 to 24,Female,Bicyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
2006,Southern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,105
2006,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,54
2006,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,6
2006,Southern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,34
2006,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,13
2006,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Not Worn,1
2006,Southern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,2
2006,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,57
2006,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,36
2006,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,3
2006,Southern,Medically treated,40 to 49,Female,Bicyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,40 to 49,Female,Bicyclist,Helmet Worn,1
2006,Southern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,2
2006,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Not applicable,1
2006,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,52
2006,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,22
2006,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Medically treated,50 to 59,Female,Vehicle Occupant,Not applicable,1
2006,Southern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,38
2006,Southern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,21
2006,Southern,Medically treated,60 to 74,Female,Bicyclist,Helmet Worn,2
2006,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,26
2006,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,7
2006,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,3
2006,Southern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,7
2006,Southern,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,7
2006,Southern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
2006,Southern,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,5
2006,Southern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,7
2006,Southern,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,3
2006,Southern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,11
2006,Southern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
2006,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,38
2006,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,15
2006,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2006,Southern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2006,Southern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,4
2006,Southern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,5
2006,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,91
2006,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,52
2006,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Medically treated,25 to 29,Male,Bicyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,5
2006,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,21
2006,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,15
2006,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,2
2006,Southern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,1
2006,Southern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Use Not determined,5
2006,Southern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,13
2006,Southern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,35
2006,Southern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,32
2006,Southern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,3
2006,Southern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Use Not determined,6
2006,Southern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,9
2006,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Not applicable,2
2006,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,30
2006,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,16
2006,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Unrestrained,2
2006,Southern,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,3
2006,Southern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,4
2006,Southern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,28
2006,Southern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,10
2006,Southern,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,2
2006,Southern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,2
2006,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,22
2006,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,5
2006,Southern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,11
2006,Southern,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,7
2006,Southern,Medically treated,Unknown,Male,Bicyclist,Helmet Use Not determined,2
2006,Southern,Medically treated,Unknown,Male,Vehicle Occupant,Restrained,2
2006,Southern,Medically treated,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,4
2006,Southern,Medically treated,Unknown,Unknown,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,3
2006,Southern,Minor injury,0 to 16,Female,Bicyclist,Helmet Not Worn,1
2006,Southern,Minor injury,0 to 16,Female,Bicyclist,Helmet Use Not determined,2
2006,Southern,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,2
2006,Southern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,16
2006,Southern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,6
2006,Southern,Minor injury,0 to 16,Female,Vehicle Occupant,Unrestrained,1
2006,Southern,Minor injury,17 to 24,Female,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Minor injury,17 to 24,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,40
2006,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,47
2006,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,2
2006,Southern,Minor injury,25 to 29,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,15
2006,Southern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,9
2006,Southern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,24
2006,Southern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,22
2006,Southern,Minor injury,40 to 49,Female,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,29
2006,Southern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,20
2006,Southern,Minor injury,50 to 59,Female,Motorcyclist,Helmet Worn,1
2006,Southern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,16
2006,Southern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,25
2006,Southern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,20
2006,Southern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,13
2006,Southern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,9
2006,Southern,Minor injury,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,3
2006,Southern,Minor injury,Unknown,Female,Vehicle Occupant,Restrained,2
2006,Southern,Minor injury,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,3
2006,Southern,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,2
2006,Southern,Minor injury,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
2006,Southern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,4
2006,Southern,Minor injury,0 to 16,Male,Motorcyclist,Helmet Not Worn,1
2006,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,16
2006,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,7
2006,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,3
2006,Southern,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2006,Southern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Use Not determined,3
2006,Southern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,3
2006,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,52
2006,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,57
2006,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Minor injury,25 to 29,Male,Bicyclist,Helmet Not Worn,1
2006,Southern,Minor injury,25 to 29,Male,Bicyclist,Helmet Worn,1
2006,Southern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Use Not determined,7
2006,Southern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,4
2006,Southern,Minor injury,25 to 29,Male,Vehicle Occupant,Not applicable,2
2006,Southern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,15
2006,Southern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,10
2006,Southern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,7
2006,Southern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,3
2006,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,26
2006,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,32
2006,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Unrestrained,3
2006,Southern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Use Not determined,3
2006,Southern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,5
2006,Southern,Minor injury,40 to 49,Male,Vehicle Occupant,Not applicable,3
2006,Southern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,36
2006,Southern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,19
2006,Southern,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,2
2006,Southern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Use Not determined,4
2006,Southern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,3
2006,Southern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,23
2006,Southern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,19
2006,Southern,Minor injury,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Minor injury,60 to 74,Male,Bicyclist,Helmet Use Not determined,1
2006,Southern,Minor injury,60 to 74,Male,Bicyclist,Helmet Worn,1
2006,Southern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Use Not determined,2
2006,Southern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,1
2006,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Not applicable,2
2006,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,17
2006,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,19
2006,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2006,Southern,Minor injury,75 and over,Male,Motorcyclist,Helmet Use Not determined,1
2006,Southern,Minor injury,75 and over,Male,Vehicle Occupant,Not applicable,1
2006,Southern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,3
2006,Southern,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,5
2006,Southern,Minor injury,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,4
2006,Southern,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,1
2006,Unknown,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,3
2006,Unknown,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2006,Unknown,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,2
2006,Unknown,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,2
2006,Unknown,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,1
2006,Unknown,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2006,Unknown,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,2
2006,Unknown,Medically treated,Unknown,Male,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2006,Unknown,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,1
2006,Unknown,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,1
2007,Brisbane,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,1
2007,Brisbane,Fatality,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2007,Brisbane,Fatality,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
2007,Brisbane,Fatality,30 to 39,Female,Vehicle Occupant,Restrained,1
2007,Brisbane,Fatality,40 to 49,Female,Motorcyclist,Helmet Worn,1
2007,Brisbane,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
2007,Brisbane,Fatality,40 to 49,Female,Vehicle Occupant,Unrestrained,1
2007,Brisbane,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,1
2007,Brisbane,Fatality,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2007,Brisbane,Fatality,75 and over,Female,Vehicle Occupant,Restrained,2
2007,Brisbane,Fatality,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,2
2007,Brisbane,Fatality,0 to 16,Male,Motorcyclist,Helmet Worn,2
2007,Brisbane,Fatality,0 to 16,Male,Vehicle Occupant,Restrained,1
2007,Brisbane,Fatality,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2007,Brisbane,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,4
2007,Brisbane,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,6
2007,Brisbane,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
2007,Brisbane,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,2
2007,Brisbane,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,2
2007,Brisbane,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
2007,Brisbane,Fatality,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2007,Brisbane,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
2007,Brisbane,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,2
2007,Brisbane,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2007,Brisbane,Fatality,40 to 49,Male,Bicyclist,Helmet Worn,1
2007,Brisbane,Fatality,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2007,Brisbane,Fatality,50 to 59,Male,Bicyclist,Helmet Worn,1
2007,Brisbane,Fatality,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2007,Brisbane,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,2
2007,Brisbane,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2007,Brisbane,Fatality,75 and over,Male,Motorcyclist,Helmet Worn,1
2007,Brisbane,Fatality,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2007,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
2007,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,3
2007,Brisbane,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Use Not determined,1
2007,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,22
2007,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,5
2007,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,2
2007,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,2
2007,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Use Not determined,1
2007,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,6
2007,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,138
2007,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,28
2007,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,4
2007,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,6
2007,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,5
2007,Brisbane,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,49
2007,Brisbane,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,18
2007,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,Helmet Use Not determined,3
2007,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,Helmet Worn,3
2007,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Use Not determined,2
2007,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,2
2007,Brisbane,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,67
2007,Brisbane,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,25
2007,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2007,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Use Not determined,2
2007,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,7
2007,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Not applicable,1
2007,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,69
2007,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,13
2007,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,2
2007,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,5
2007,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,2
2007,Brisbane,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,58
2007,Brisbane,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,14
2007,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,Helmet Worn,1
2007,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
