Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2006,Southern,Hospitalisation,No,No,Yes,9,0,14,15,5,34
2006,Southern,Hospitalisation,No,Yes,No,65,0,73,5,6,84
2006,Southern,Hospitalisation,Yes,No,No,138,0,150,7,6,163
2006,Southern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2006,Southern,Medical treatment,No,No,No,659,0,0,831,75,906
2006,Southern,Medical treatment,No,No,Yes,11,0,0,12,0,12
2006,Southern,Medical treatment,No,Yes,No,54,0,0,76,12,88
2006,Southern,Medical treatment,Yes,No,No,62,0,0,64,0,64
2006,Southern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2006,Southern,Minor injury,No,No,No,440,0,0,0,514,514
2006,Southern,Minor injury,No,No,Yes,9,0,0,0,9,9
2006,Southern,Minor injury,No,Yes,No,51,0,0,0,57,57
2006,Southern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,No,48,0,0,0,50,50
2006,Southern,Property damage only,No,No,No,1559,0,0,0,0,0
2006,Southern,Property damage only,No,No,Yes,13,0,0,0,0,0
2006,Southern,Property damage only,No,Yes,No,154,0,0,0,0,0
2006,Unknown,Hospitalisation,No,No,No,4,0,6,2,0,8
2006,Unknown,Hospitalisation,Yes,No,No,2,0,2,0,0,2
2006,Unknown,Medical treatment,No,No,No,4,0,0,6,1,7
2006,Unknown,Minor injury,No,No,No,3,0,0,0,3,3
2006,Unknown,Property damage only,No,No,No,2,0,0,0,0,0
2006,Unknown,Property damage only,No,No,Yes,1,0,0,0,0,0
2007,Brisbane,Fatal,No,No,No,35,35,22,2,8,67
2007,Brisbane,Fatal,No,No,Yes,1,1,0,0,0,1
2007,Brisbane,Fatal,No,Yes,No,9,9,2,3,2,16
2007,Brisbane,Fatal,Yes,No,No,12,12,4,1,0,17
2007,Brisbane,Fatal,Yes,Yes,No,2,2,0,1,0,3
2007,Brisbane,Hospitalisation,No,No,No,1075,0,1288,155,149,1592
2007,Brisbane,Hospitalisation,No,No,Yes,27,0,27,3,5,35
2007,Brisbane,Hospitalisation,No,Yes,No,104,0,123,10,14,147
2007,Brisbane,Hospitalisation,Yes,No,No,277,0,285,9,22,316
2007,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2007,Brisbane,Hospitalisation,Yes,Yes,No,10,0,11,0,0,11
2007,Brisbane,Medical treatment,No,No,No,1566,0,0,1867,220,2087
2007,Brisbane,Medical treatment,No,No,Yes,41,0,0,55,2,57
2007,Brisbane,Medical treatment,No,Yes,No,152,0,0,170,15,185
2007,Brisbane,Medical treatment,No,Yes,Yes,4,0,0,6,0,6
2007,Brisbane,Medical treatment,Yes,No,No,184,0,0,201,14,215
2007,Brisbane,Medical treatment,Yes,No,Yes,4,0,0,5,1,6
2007,Brisbane,Medical treatment,Yes,Yes,No,9,0,0,9,0,9
2007,Brisbane,Minor injury,No,No,No,993,0,0,0,1206,1206
2007,Brisbane,Minor injury,No,No,Yes,30,0,0,0,33,33
2007,Brisbane,Minor injury,No,Yes,No,91,0,0,0,109,109
2007,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2007,Brisbane,Minor injury,Yes,No,No,101,0,0,0,103,103
2007,Brisbane,Minor injury,Yes,No,Yes,2,0,0,0,2,2
2007,Brisbane,Minor injury,Yes,Yes,No,6,0,0,0,6,6
2007,Brisbane,Property damage only,No,No,No,1788,0,0,0,0,0
2007,Brisbane,Property damage only,No,No,Yes,46,0,0,0,0,0
2007,Brisbane,Property damage only,No,Yes,No,235,0,0,0,0,0
2007,Brisbane,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2007,Brisbane,Property damage only,Yes,No,No,12,0,0,0,0,0
2007,Brisbane,Property damage only,Yes,No,Yes,1,0,0,0,0,0
2007,Central,Fatal,No,No,No,66,71,55,10,9,145
2007,Central,Fatal,No,Yes,No,27,30,9,1,2,42
2007,Central,Fatal,Yes,No,No,12,12,6,1,2,21
2007,Central,Fatal,Yes,No,Yes,1,1,0,0,0,1
2007,Central,Hospitalisation,No,No,No,816,0,961,134,132,1227
2007,Central,Hospitalisation,No,No,Yes,20,0,25,14,6,45
2007,Central,Hospitalisation,No,Yes,No,77,0,88,13,9,110
2007,Central,Hospitalisation,No,Yes,Yes,3,0,3,13,14,30
2007,Central,Hospitalisation,Yes,No,No,179,0,191,13,5,209
2007,Central,Hospitalisation,Yes,Yes,No,3,0,4,1,0,5
2007,Central,Medical treatment,No,No,No,927,0,0,1162,159,1321
2007,Central,Medical treatment,No,No,Yes,21,0,0,32,1,33
2007,Central,Medical treatment,No,Yes,No,73,0,0,82,10,92
2007,Central,Medical treatment,No,Yes,Yes,1,0,0,5,0,5
2007,Central,Medical treatment,Yes,No,No,95,0,0,108,9,117
2007,Central,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
2007,Central,Minor injury,No,No,No,685,0,0,0,840,840
2007,Central,Minor injury,No,No,Yes,12,0,0,0,20,20
2007,Central,Minor injury,No,Yes,No,52,0,0,0,60,60
2007,Central,Minor injury,Yes,No,No,70,0,0,0,74,74
2007,Central,Property damage only,No,No,No,1944,0,0,0,0,0
2007,Central,Property damage only,No,No,Yes,25,0,0,0,0,0
2007,Central,Property damage only,No,Yes,No,165,0,0,0,0,0
2007,Central,Property damage only,Yes,No,No,6,0,0,0,0,0
2007,Central,Property damage only,Yes,Yes,No,1,0,0,0,0,0
2007,Northern,Fatal,No,No,No,21,27,22,14,1,64
2007,Northern,Fatal,No,No,Yes,3,3,0,0,0,3
2007,Northern,Fatal,No,Yes,No,4,4,0,0,1,5
2007,Northern,Fatal,Yes,No,No,4,5,0,0,0,5
2007,Northern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2007,Northern,Fatal,Yes,Yes,No,2,2,0,0,0,2
2007,Northern,Hospitalisation,No,No,No,460,0,569,93,80,742
2007,Northern,Hospitalisation,No,No,Yes,15,0,18,5,2,25
2007,Northern,Hospitalisation,No,Yes,No,49,0,58,7,4,69
2007,Northern,Hospitalisation,Yes,No,No,152,0,158,11,8,177
2007,Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
2007,Northern,Medical treatment,No,No,No,472,0,0,580,66,646
2007,Northern,Medical treatment,No,No,Yes,14,0,0,19,5,24
2007,Northern,Medical treatment,No,Yes,No,48,0,0,60,5,65
2007,Northern,Medical treatment,No,Yes,Yes,3,0,0,13,2,15
2007,Northern,Medical treatment,Yes,No,No,59,0,0,59,7,66
2007,Northern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2007,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2007,Northern,Minor injury,No,No,No,420,0,0,0,514,514
2007,Northern,Minor injury,No,No,Yes,8,0,0,0,10,10
2007,Northern,Minor injury,No,Yes,No,28,0,0,0,31,31
2007,Northern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2007,Northern,Minor injury,Yes,No,No,22,0,0,0,22,22
2007,Northern,Property damage only,No,No,No,1056,0,0,0,0,0
2007,Northern,Property damage only,No,No,Yes,25,0,0,0,0,0
2007,Northern,Property damage only,No,Yes,No,106,0,0,0,0,0
2007,Northern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2007,Northern,Property damage only,Yes,No,No,5,0,0,0,0,0
2007,South Eastern,Fatal,No,No,No,40,43,20,11,1,75
2007,South Eastern,Fatal,No,No,Yes,1,1,1,0,0,2
2007,South Eastern,Fatal,Yes,No,No,24,24,1,0,1,26
2007,South Eastern,Fatal,Yes,Yes,No,1,1,0,1,0,2
2007,South Eastern,Hospitalisation,No,No,No,639,0,762,112,89,963
2007,South Eastern,Hospitalisation,No,No,Yes,17,0,17,12,5,34
2007,South Eastern,Hospitalisation,No,Yes,No,42,0,50,10,6,66
2007,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
2007,South Eastern,Hospitalisation,Yes,No,No,155,0,163,9,10,182
2007,South Eastern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2007,South Eastern,Hospitalisation,Yes,Yes,No,6,0,6,0,0,6
2007,South Eastern,Medical treatment,No,No,No,876,0,0,1090,124,1214
2007,South Eastern,Medical treatment,No,No,Yes,18,0,0,22,3,25
2007,South Eastern,Medical treatment,No,Yes,No,57,0,0,71,8,79
2007,South Eastern,Medical treatment,Yes,No,No,77,0,0,79,9,88
2007,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2007,South Eastern,Minor injury,No,No,No,499,0,0,0,619,619
2007,South Eastern,Minor injury,No,No,Yes,12,0,0,0,14,14
2007,South Eastern,Minor injury,No,Yes,No,31,0,0,0,33,33
2007,South Eastern,Minor injury,Yes,No,No,39,0,0,0,42,42
2007,South Eastern,Property damage only,No,No,No,1000,0,0,0,0,0
2007,South Eastern,Property damage only,No,No,Yes,18,0,0,0,0,0
2007,South Eastern,Property damage only,No,Yes,No,87,0,0,0,0,0
2007,South Eastern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2007,South Eastern,Property damage only,Yes,No,No,6,0,0,0,0,0
2007,Southern,Fatal,No,No,No,43,45,26,8,3,82
2007,Southern,Fatal,No,Yes,No,15,16,4,5,1,26
2007,Southern,Fatal,Yes,No,No,13,14,1,4,2,21
2007,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2007,Southern,Hospitalisation,No,No,No,660,0,814,122,79,1015
2007,Southern,Hospitalisation,No,No,Yes,8,0,8,0,3,11
2007,Southern,Hospitalisation,No,Yes,No,77,0,83,19,6,108
2007,Southern,Hospitalisation,No,Yes,Yes,2,0,2,6,0,8
2007,Southern,Hospitalisation,Yes,No,No,140,0,149,8,11,168
2007,Southern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
2007,Southern,Medical treatment,No,No,No,675,0,0,832,106,938
2007,Southern,Medical treatment,No,No,Yes,11,0,0,15,1,16
2007,Southern,Medical treatment,No,Yes,No,63,0,0,72,10,82
2007,Southern,Medical treatment,Yes,No,No,68,0,0,71,1,72
2007,Southern,Medical treatment,Yes,No,Yes,1,0,0,1,1,2
2007,Southern,Minor injury,No,No,No,581,0,0,0,731,731
2007,Southern,Minor injury,No,No,Yes,11,0,0,0,12,12
2007,Southern,Minor injury,No,Yes,No,64,0,0,0,76,76
2007,Southern,Minor injury,No,Yes,Yes,1,0,0,0,4,4
2007,Southern,Minor injury,Yes,No,No,44,0,0,0,45,45
2007,Southern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2007,Southern,Property damage only,No,No,No,1436,0,0,0,0,0
2007,Southern,Property damage only,No,No,Yes,17,0,0,0,0,0
2007,Southern,Property damage only,No,Yes,No,139,0,0,0,0,0
2007,Southern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2007,Southern,Property damage only,Yes,No,No,6,0,0,0,0,0
2007,Unknown,Hospitalisation,No,No,No,6,0,7,4,1,12
2007,Unknown,Hospitalisation,No,Yes,No,1,0,1,0,0,1
2007,Unknown,Hospitalisation,Yes,No,No,2,0,2,0,0,2
2007,Unknown,Medical treatment,No,No,No,7,0,0,10,3,13
2007,Unknown,Minor injury,No,No,No,5,0,0,0,5,5
2007,Unknown,Property damage only,No,No,No,4,0,0,0,0,0
2007,Unknown,Property damage only,No,No,Yes,1,0,0,0,0,0
2007,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2008,Brisbane,Fatal,No,No,No,19,19,8,4,1,32
2008,Brisbane,Fatal,No,No,Yes,1,1,2,1,1,5
2008,Brisbane,Fatal,No,Yes,No,1,1,0,3,0,4
2008,Brisbane,Fatal,Yes,No,No,10,10,0,1,1,12
2008,Brisbane,Fatal,Yes,No,Yes,2,2,0,0,1,3
2008,Brisbane,Fatal,Yes,Yes,No,3,3,0,1,0,4
2008,Brisbane,Hospitalisation,No,No,No,1145,0,1401,187,160,1748
2008,Brisbane,Hospitalisation,No,No,Yes,55,0,68,6,11,85
2008,Brisbane,Hospitalisation,No,Yes,No,104,0,121,23,8,152
2008,Brisbane,Hospitalisation,No,Yes,Yes,2,0,3,0,1,4
2008,Brisbane,Hospitalisation,Yes,No,No,298,0,308,12,22,342
2008,Brisbane,Hospitalisation,Yes,No,Yes,3,0,3,0,0,3
2008,Brisbane,Hospitalisation,Yes,Yes,No,7,0,7,0,0,7
2008,Brisbane,Medical treatment,No,No,No,1627,0,0,1960,245,2205
2008,Brisbane,Medical treatment,No,No,Yes,64,0,0,78,7,85
2008,Brisbane,Medical treatment,No,Yes,No,165,0,0,188,23,211
2008,Brisbane,Medical treatment,No,Yes,Yes,3,0,0,4,1,5
2008,Brisbane,Medical treatment,Yes,No,No,221,0,0,233,12,245
2008,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
2008,Brisbane,Medical treatment,Yes,Yes,No,6,0,0,6,0,6
2008,Brisbane,Minor injury,No,No,No,867,0,0,0,1053,1053
2008,Brisbane,Minor injury,No,No,Yes,24,0,0,0,28,28
2008,Brisbane,Minor injury,No,Yes,No,94,0,0,0,113,113
2008,Brisbane,Minor injury,No,Yes,Yes,2,0,0,0,2,2
2008,Brisbane,Minor injury,Yes,No,No,74,0,0,0,82,82
2008,Brisbane,Minor injury,Yes,Yes,No,3,0,0,0,3,3
2008,Brisbane,Property damage only,No,No,No,1954,0,0,0,0,0
2008,Brisbane,Property damage only,No,No,Yes,45,0,0,0,0,0
2008,Brisbane,Property damage only,No,Yes,No,239,0,0,0,0,0
2008,Brisbane,Property damage only,No,Yes,Yes,4,0,0,0,0,0
2008,Brisbane,Property damage only,Yes,No,No,11,0,0,0,0,0
2008,Central,Fatal,No,No,No,46,53,23,11,3,90
2008,Central,Fatal,No,No,Yes,1,2,6,0,0,8
2008,Central,Fatal,No,Yes,No,21,27,9,6,5,47
2008,Central,Fatal,Yes,No,No,17,18,2,2,0,22
2008,Central,Fatal,Yes,Yes,No,2,2,0,0,0,2
2008,Central,Hospitalisation,No,No,No,880,0,1121,178,101,1400
2008,Central,Hospitalisation,No,No,Yes,28,0,36,25,7,68
2008,Central,Hospitalisation,No,Yes,No,95,0,106,8,10,124
2008,Central,Hospitalisation,Yes,No,No,200,0,210,12,14,236
2008,Central,Hospitalisation,Yes,No,Yes,3,0,3,0,0,3
2008,Central,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2008,Central,Medical treatment,No,No,No,909,0,0,1137,126,1263
2008,Central,Medical treatment,No,No,Yes,29,0,0,35,6,41
2008,Central,Medical treatment,No,Yes,No,84,0,0,96,10,106
2008,Central,Medical treatment,No,Yes,Yes,1,0,0,13,0,13
2008,Central,Medical treatment,Yes,No,No,107,0,0,113,5,118
2008,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2008,Central,Minor injury,No,No,No,528,0,0,0,643,643
2008,Central,Minor injury,No,No,Yes,8,0,0,0,10,10
2008,Central,Minor injury,No,Yes,No,42,0,0,0,47,47
2008,Central,Minor injury,No,Yes,Yes,1,0,0,0,1,1
2008,Central,Minor injury,Yes,No,No,36,0,0,0,37,37
2008,Central,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2008,Central,Property damage only,No,No,No,2016,0,0,0,0,0
2008,Central,Property damage only,No,No,Yes,26,0,0,0,0,0
2008,Central,Property damage only,No,Yes,No,194,0,0,0,0,0
2008,Central,Property damage only,No,Yes,Yes,1,0,0,0,0,0
2008,Central,Property damage only,Yes,No,No,9,0,0,0,0,0
2008,Northern,Fatal,No,No,No,37,39,19,6,1,65
2008,Northern,Fatal,No,No,Yes,1,1,0,0,0,1
2008,Northern,Fatal,No,Yes,No,10,13,4,11,1,29
2008,Northern,Fatal,Yes,No,No,10,10,0,0,1,11
2008,Northern,Hospitalisation,No,No,No,565,0,723,87,52,862
2008,Northern,Hospitalisation,No,No,Yes,10,0,11,8,4,23
2008,Northern,Hospitalisation,No,Yes,No,31,0,34,0,3,37
2008,Northern,Hospitalisation,Yes,No,No,163,0,176,7,9,192
2008,Northern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
2008,Northern,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2008,Northern,Medical treatment,No,No,No,517,0,0,657,72,729
2008,Northern,Medical treatment,No,No,Yes,13,0,0,17,4,21
2008,Northern,Medical treatment,No,Yes,No,43,0,0,52,4,56
2008,Northern,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
2008,Northern,Medical treatment,Yes,No,No,65,0,0,70,1,71
2008,Northern,Minor injury,No,No,No,336,0,0,0,399,399
2008,Northern,Minor injury,No,No,Yes,5,0,0,0,7,7
2008,Northern,Minor injury,No,Yes,No,18,0,0,0,23,23
2008,Northern,Minor injury,Yes,No,No,39,0,0,0,41,41
2008,Northern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2008,Northern,Property damage only,No,No,No,1084,0,0,0,0,0
2008,Northern,Property damage only,No,No,Yes,22,0,0,0,0,0
2008,Northern,Property damage only,No,Yes,No,107,0,0,0,0,0
2008,Northern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2008,Northern,Property damage only,Yes,No,No,3,0,0,0,0,0
2008,South Eastern,Fatal,No,No,No,29,32,21,13,7,73
2008,South Eastern,Fatal,No,Yes,No,10,12,3,5,0,20
2008,South Eastern,Fatal,Yes,No,No,13,13,1,0,0,14
2008,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2008,South Eastern,Fatal,Yes,Yes,No,1,1,1,0,0,2
2008,South Eastern,Hospitalisation,No,No,No,708,0,878,139,95,1112
2008,South Eastern,Hospitalisation,No,No,Yes,15,0,22,6,1,29
2008,South Eastern,Hospitalisation,No,Yes,No,42,0,54,6,9,69
2008,South Eastern,Hospitalisation,No,Yes,Yes,2,0,3,0,1,4
2008,South Eastern,Hospitalisation,Yes,No,No,166,0,176,4,10,190
2008,South Eastern,Hospitalisation,Yes,No,Yes,3,0,3,0,0,3
2008,South Eastern,Hospitalisation,Yes,Yes,No,3,0,3,0,0,3
2008,South Eastern,Medical treatment,No,No,No,914,0,0,1118,119,1237
2008,South Eastern,Medical treatment,No,No,Yes,25,0,0,33,1,34
2008,South Eastern,Medical treatment,No,Yes,No,57,0,0,64,4,68
2008,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,2,0,2
2008,South Eastern,Medical treatment,Yes,No,No,77,0,0,82,4,86
2008,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,1,4
2008,South Eastern,Minor injury,No,No,No,392,0,0,0,470,470
2008,South Eastern,Minor injury,No,No,Yes,7,0,0,0,7,7
2008,South Eastern,Minor injury,No,Yes,No,32,0,0,0,40,40
2008,South Eastern,Minor injury,Yes,No,No,43,0,0,0,47,47
2008,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
2008,South Eastern,Property damage only,No,No,No,1138,0,0,0,0,0
2008,South Eastern,Property damage only,No,No,Yes,23,0,0,0,0,0
2008,South Eastern,Property damage only,No,Yes,No,70,0,0,0,0,0
2008,South Eastern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2008,South Eastern,Property damage only,Yes,No,No,7,0,0,0,0,0
2008,Southern,Fatal,No,No,No,34,39,23,7,0,69
2008,Southern,Fatal,No,No,Yes,2,2,1,0,0,3
2008,Southern,Fatal,No,Yes,No,12,15,8,3,1,27
2008,Southern,Fatal,Yes,No,No,9,10,4,1,0,15
2008,Southern,Fatal,Yes,Yes,No,2,2,0,0,1,3
2008,Southern,Hospitalisation,No,No,No,740,0,941,115,101,1157
2008,Southern,Hospitalisation,No,No,Yes,12,0,17,2,4,23
2008,Southern,Hospitalisation,No,Yes,No,87,0,108,11,15,134
2008,Southern,Hospitalisation,Yes,No,No,144,0,150,7,4,161
2008,Southern,Hospitalisation,Yes,Yes,No,5,0,6,0,0,6
2008,Southern,Medical treatment,No,No,No,727,0,0,932,84,1016
2008,Southern,Medical treatment,No,No,Yes,15,0,0,18,1,19
2008,Southern,Medical treatment,No,Yes,No,79,0,0,91,5,96
2008,Southern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
2008,Southern,Medical treatment,Yes,No,No,74,0,0,78,1,79
2008,Southern,Minor injury,No,No,No,480,0,0,0,591,591
2008,Southern,Minor injury,No,No,Yes,6,0,0,0,18,18
2008,Southern,Minor injury,No,Yes,No,41,0,0,0,45,45
2008,Southern,Minor injury,Yes,No,No,36,0,0,0,38,38
2008,Southern,Property damage only,No,No,No,1585,0,0,0,0,0
2008,Southern,Property damage only,No,No,Yes,15,0,0,0,0,0
2008,Southern,Property damage only,No,Yes,No,183,0,0,0,0,0
2008,Southern,Property damage only,Yes,No,No,6,0,0,0,0,0
2008,Unknown,Hospitalisation,No,No,No,1,0,1,0,0,1
2008,Unknown,Hospitalisation,No,Yes,No,2,0,2,0,0,2
2008,Unknown,Hospitalisation,Yes,No,No,1,0,1,0,0,1
2008,Unknown,Medical treatment,No,No,No,1,0,0,1,0,1
2008,Unknown,Property damage only,No,No,No,9,0,0,0,0,0
2008,Unknown,Property damage only,No,No,Yes,1,0,0,0,0,0
2008,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
2009,Brisbane,Fatal,No,No,No,17,17,8,6,5,36
2009,Brisbane,Fatal,No,No,Yes,1,1,0,0,0,1
2009,Brisbane,Fatal,No,Yes,No,5,5,1,0,0,6
2009,Brisbane,Fatal,Yes,No,No,11,11,1,1,2,15
2009,Brisbane,Fatal,Yes,Yes,No,2,2,0,0,1,3
2009,Brisbane,Hospitalisation,No,No,No,1179,0,1403,210,127,1740
2009,Brisbane,Hospitalisation,No,No,Yes,38,0,47,2,3,52
2009,Brisbane,Hospitalisation,No,Yes,No,118,0,142,9,12,163
2009,Brisbane,Hospitalisation,No,Yes,Yes,2,0,2,0,0,2
2009,Brisbane,Hospitalisation,Yes,No,No,288,0,304,10,9,323
2009,Brisbane,Hospitalisation,Yes,No,Yes,3,0,3,1,0,4
2009,Brisbane,Hospitalisation,Yes,Yes,No,10,0,11,0,0,11
2009,Brisbane,Medical treatment,No,No,No,1624,0,0,1933,165,2098
2009,Brisbane,Medical treatment,No,No,Yes,59,0,0,69,17,86
2009,Brisbane,Medical treatment,No,Yes,No,148,0,0,188,12,200
2009,Brisbane,Medical treatment,No,Yes,Yes,3,0,0,3,0,3
2009,Brisbane,Medical treatment,Yes,No,No,183,0,0,188,7,195
2009,Brisbane,Medical treatment,Yes,No,Yes,3,0,0,3,0,3
2009,Brisbane,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
2009,Brisbane,Minor injury,No,No,No,688,0,0,0,814,814
2009,Brisbane,Minor injury,No,No,Yes,17,0,0,0,21,21
2009,Brisbane,Minor injury,No,Yes,No,54,0,0,0,63,63
2009,Brisbane,Minor injury,Yes,No,No,81,0,0,0,81,81
2009,Brisbane,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2009,Brisbane,Property damage only,No,No,No,1955,0,0,0,0,0
2009,Brisbane,Property damage only,No,No,Yes,56,0,0,0,0,0
2009,Brisbane,Property damage only,No,Yes,No,248,0,0,0,0,0
2009,Brisbane,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2009,Brisbane,Property damage only,Yes,No,No,6,0,0,0,0,0
2009,Central,Fatal,No,No,No,74,90,57,14,4,165
2009,Central,Fatal,No,No,Yes,4,5,12,6,1,24
2009,Central,Fatal,No,Yes,No,19,21,11,14,1,47
2009,Central,Fatal,Yes,No,No,12,12,2,0,2,16
2009,Central,Fatal,Yes,Yes,No,2,2,0,0,1,3
2009,Central,Hospitalisation,No,No,No,892,0,1062,142,90,1294
2009,Central,Hospitalisation,No,No,Yes,14,0,14,5,1,20
2009,Central,Hospitalisation,No,Yes,No,81,0,105,7,6,118
2009,Central,Hospitalisation,Yes,No,No,191,0,201,9,8,218
2009,Central,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2009,Central,Medical treatment,No,No,No,931,0,0,1168,83,1251
2009,Central,Medical treatment,No,No,Yes,24,0,0,44,4,48
2009,Central,Medical treatment,No,Yes,No,57,0,0,75,4,79
2009,Central,Medical treatment,Yes,No,No,100,0,0,103,6,109
2009,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2009,Central,Minor injury,No,No,No,401,0,0,0,469,469
2009,Central,Minor injury,No,No,Yes,9,0,0,0,24,24
2009,Central,Minor injury,No,Yes,No,30,0,0,0,34,34
2009,Central,Minor injury,Yes,No,No,50,0,0,0,51,51
2009,Central,Minor injury,Yes,No,Yes,1,0,0,0,1,1
2009,Central,Minor injury,Yes,Yes,No,2,0,0,0,2,2
2009,Central,Property damage only,No,No,No,2054,0,0,0,0,0
2009,Central,Property damage only,No,No,Yes,15,0,0,0,0,0
2009,Central,Property damage only,No,Yes,No,169,0,0,0,0,0
2009,Central,Property damage only,No,Yes,Yes,2,0,0,0,0,0
2009,Central,Property damage only,Yes,No,No,4,0,0,0,0,0
2009,Northern,Fatal,No,No,No,31,38,27,8,2,75
2009,Northern,Fatal,No,No,Yes,1,2,0,0,0,2
2009,Northern,Fatal,No,Yes,No,7,8,1,2,0,11
2009,Northern,Fatal,Yes,No,No,9,10,0,3,0,13
2009,Northern,Fatal,Yes,No,Yes,1,1,0,0,0,1
2009,Northern,Hospitalisation,No,No,No,532,0,690,106,72,868
2009,Northern,Hospitalisation,No,No,Yes,21,0,28,15,0,43
2009,Northern,Hospitalisation,No,Yes,No,29,0,34,3,1,38
2009,Northern,Hospitalisation,Yes,No,No,132,0,138,4,7,149
2009,Northern,Hospitalisation,Yes,No,Yes,3,0,3,0,0,3
2009,Northern,Medical treatment,No,No,No,524,0,0,660,36,696
2009,Northern,Medical treatment,No,No,Yes,19,0,0,25,1,26
2009,Northern,Medical treatment,No,Yes,No,33,0,0,36,1,37
2009,Northern,Medical treatment,Yes,No,No,79,0,0,85,3,88
2009,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
2009,Northern,Minor injury,No,No,No,231,0,0,0,282,282
2009,Northern,Minor injury,No,No,Yes,7,0,0,0,9,9
2009,Northern,Minor injury,No,Yes,No,18,0,0,0,20,20
2009,Northern,Minor injury,Yes,No,No,29,0,0,0,31,31
2009,Northern,Minor injury,Yes,No,Yes,2,0,0,0,2,2
2009,Northern,Minor injury,Yes,Yes,No,1,0,0,0,2,2
2009,Northern,Property damage only,No,No,No,1045,0,0,0,0,0
2009,Northern,Property damage only,No,No,Yes,23,0,0,0,0,0
2009,Northern,Property damage only,No,Yes,No,90,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,No,2,0,0,0,0,0
2009,South Eastern,Fatal,No,No,No,19,21,10,7,0,38
2009,South Eastern,Fatal,No,Yes,No,5,5,2,1,0,8
2009,South Eastern,Fatal,Yes,No,No,12,12,4,2,0,18
2009,South Eastern,Fatal,Yes,Yes,No,1,1,0,0,0,1
2009,South Eastern,Hospitalisation,No,No,No,714,0,853,146,76,1075
2009,South Eastern,Hospitalisation,No,No,Yes,15,0,17,2,1,20
2009,South Eastern,Hospitalisation,No,Yes,No,35,0,37,9,4,50
2009,South Eastern,Hospitalisation,Yes,No,No,133,0,137,9,12,158
2009,South Eastern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
2009,South Eastern,Medical treatment,No,No,No,940,0,0,1126,118,1244
2009,South Eastern,Medical treatment,No,No,Yes,28,0,0,33,2,35
2009,South Eastern,Medical treatment,No,Yes,No,51,0,0,73,3,76
2009,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,No,64,0,0,69,1,70
2009,South Eastern,Minor injury,No,No,No,351,0,0,0,432,432
