Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2006,South Eastern,Fatal,No,Yes,No,No,No,No,No,1,1,0,0,0,1
2006,South Eastern,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2006,South Eastern,Fatal,No,Yes,Yes,No,No,No,No,1,1,0,0,0,1
2006,South Eastern,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,0,1,0,2
2006,South Eastern,Fatal,Yes,No,No,No,No,No,No,14,14,2,0,0,16
2006,South Eastern,Fatal,Yes,No,No,No,No,No,Yes,7,7,2,1,0,10
2006,South Eastern,Fatal,Yes,No,No,No,No,Yes,No,1,1,0,0,0,1
2006,South Eastern,Fatal,Yes,No,No,No,Yes,No,No,1,1,0,0,0,1
2006,South Eastern,Fatal,Yes,No,No,Yes,No,No,No,3,3,1,0,1,5
2006,South Eastern,Fatal,Yes,No,No,Yes,No,No,Yes,1,1,0,0,0,1
2006,South Eastern,Fatal,Yes,No,Yes,No,No,No,No,6,6,0,1,1,8
2006,South Eastern,Fatal,Yes,No,Yes,No,No,No,Yes,3,3,1,2,0,6
2006,South Eastern,Fatal,Yes,No,Yes,No,Yes,No,No,3,3,0,0,0,3
2006,South Eastern,Fatal,Yes,Yes,No,No,No,No,No,1,1,1,1,0,3
2006,South Eastern,Fatal,Yes,Yes,No,No,No,Yes,No,1,1,0,0,0,1
2006,South Eastern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,1,3,6,0,10
2006,South Eastern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,0,0,0,1
2006,South Eastern,Fatal,Yes,Yes,Yes,Yes,No,No,Yes,1,1,0,0,0,1
2006,South Eastern,Hospitalisation,No,No,No,No,No,No,No,4,0,4,0,0,4
2006,South Eastern,Hospitalisation,No,Yes,No,No,No,No,No,81,0,87,7,7,101
2006,South Eastern,Hospitalisation,No,Yes,No,No,No,No,Yes,8,0,13,0,0,13
2006,South Eastern,Hospitalisation,No,Yes,No,No,Yes,No,No,2,0,3,0,0,3
2006,South Eastern,Hospitalisation,No,Yes,No,Yes,No,No,No,16,0,16,1,1,18
2006,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,No,21,0,21,3,5,29
2006,South Eastern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,4,0,4,0,0,4
2006,South Eastern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,31,0,35,2,1,38
2006,South Eastern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,1,0,1,0,0,1
2006,South Eastern,Hospitalisation,Yes,No,No,No,No,No,No,194,0,220,29,13,262
2006,South Eastern,Hospitalisation,Yes,No,No,No,No,No,Yes,25,0,28,1,0,29
2006,South Eastern,Hospitalisation,Yes,No,No,No,No,Yes,No,1,0,1,0,0,1
2006,South Eastern,Hospitalisation,Yes,No,No,No,Yes,No,No,8,0,8,0,0,8
2006,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,No,54,0,63,1,2,66
2006,South Eastern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,2,0,2,0,0,2
2006,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,No,56,0,64,7,4,75
2006,South Eastern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,17,0,25,2,0,27
2006,South Eastern,Hospitalisation,Yes,No,Yes,No,No,Yes,No,2,0,2,0,0,2
2006,South Eastern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,61,0,69,16,4,89
2006,South Eastern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,3,0,4,0,1,5
2006,South Eastern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,5,0,7,1,2,10
2006,South Eastern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,4,0,4,1,0,5
2006,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,No,65,0,76,4,8,88
2006,South Eastern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,6,0,7,0,0,7
2006,South Eastern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,2,0,2,1,0,3
2006,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,34,0,47,6,5,58
2006,South Eastern,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,3,0,3,3,0,6
2006,South Eastern,Hospitalisation,Yes,Yes,No,Yes,Yes,No,No,1,0,1,0,3,4
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,39,0,48,12,4,64
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,2,0,2,0,0,2
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,No,No,Yes,No,2,0,2,0,0,2
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,53,0,67,13,12,92
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,3,0,6,2,0,8
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,4,0,4,0,0,4
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,1,0,0,1
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,10,0,14,1,3,18
2006,South Eastern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,1,0,2,3
2006,South Eastern,Medical treatment,No,No,No,No,No,No,No,18,0,0,18,0,18
2006,South Eastern,Medical treatment,No,Yes,No,No,No,No,No,112,0,0,129,6,135
2006,South Eastern,Medical treatment,No,Yes,No,No,No,No,Yes,7,0,0,8,0,8
2006,South Eastern,Medical treatment,No,Yes,No,No,No,Yes,No,2,0,0,2,0,2
2006,South Eastern,Medical treatment,No,Yes,No,No,Yes,No,No,4,0,0,4,0,4
2006,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,No,16,0,0,19,0,19
2006,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,2,0,2
2006,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,No,30,0,0,41,4,45
2006,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,Yes,6,0,0,6,1,7
2006,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,No,No,47,0,0,59,3,62
2006,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,Yes,No,1,0,0,1,0,1
2006,South Eastern,Medical treatment,No,Yes,Yes,Yes,No,No,No,2,0,0,2,0,2
2006,South Eastern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,6,0,0,9,1,10
2006,South Eastern,Medical treatment,Yes,No,No,No,No,No,No,171,0,0,204,18,222
2006,South Eastern,Medical treatment,Yes,No,No,No,No,No,Yes,10,0,0,12,2,14
2006,South Eastern,Medical treatment,Yes,No,No,No,No,Yes,No,6,0,0,6,1,7
2006,South Eastern,Medical treatment,Yes,No,No,No,Yes,No,No,6,0,0,7,3,10
2006,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,No,50,0,0,60,6,66
2006,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,Yes,1,0,0,1,0,1
2006,South Eastern,Medical treatment,Yes,No,No,Yes,No,Yes,No,1,0,0,1,1,2
2006,South Eastern,Medical treatment,Yes,No,No,Yes,Yes,No,No,2,0,0,3,0,3
2006,South Eastern,Medical treatment,Yes,No,No,Yes,Yes,No,Yes,1,0,0,1,0,1
2006,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,No,66,0,0,76,4,80
2006,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,Yes,14,0,0,16,4,20
2006,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,No,69,0,0,84,5,89
2006,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,2,0,0,2,0,2
2006,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,Yes,No,2,0,0,2,0,2
2006,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,No,6,0,0,11,0,11
2006,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,Yes,1,0,0,1,0,1
2006,South Eastern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,10,0,0,16,4,20
2006,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,No,88,0,0,107,8,115
2006,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,Yes,10,0,0,16,1,17
2006,South Eastern,Medical treatment,Yes,Yes,No,No,No,Yes,No,2,0,0,2,0,2
2006,South Eastern,Medical treatment,Yes,Yes,No,No,Yes,No,No,6,0,0,7,0,7
2006,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,No,47,0,0,58,7,65
2006,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,4,0,0,7,0,7
2006,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,Yes,Yes,1,0,0,1,0,1
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,No,63,0,0,73,8,81
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,4,0,0,6,1,7
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,3,0,0,4,0,4
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,91,0,0,120,19,139
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,1,0,1
2006,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,1,2,3
2006,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,13,0,0,13,2,15
2006,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,9,0,0,12,2,14
2006,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,0,1,0,1
2006,South Eastern,Minor injury,No,No,No,No,No,No,No,2,0,0,0,5,5
2006,South Eastern,Minor injury,No,Yes,No,No,No,No,No,53,0,0,0,65,65
2006,South Eastern,Minor injury,No,Yes,No,No,No,No,Yes,1,0,0,0,1,1
2006,South Eastern,Minor injury,No,Yes,No,No,Yes,No,No,2,0,0,0,2,2
2006,South Eastern,Minor injury,No,Yes,No,Yes,No,No,No,7,0,0,0,7,7
2006,South Eastern,Minor injury,No,Yes,Yes,No,No,No,No,20,0,0,0,24,24
2006,South Eastern,Minor injury,No,Yes,Yes,No,No,No,Yes,3,0,0,0,4,4
2006,South Eastern,Minor injury,No,Yes,Yes,No,No,Yes,No,1,0,0,0,1,1
2006,South Eastern,Minor injury,No,Yes,Yes,No,Yes,No,No,21,0,0,0,29,29
2006,South Eastern,Minor injury,Yes,No,No,No,No,No,No,91,0,0,0,103,103
2006,South Eastern,Minor injury,Yes,No,No,No,No,No,Yes,7,0,0,0,7,7
2006,South Eastern,Minor injury,Yes,No,No,No,No,Yes,No,4,0,0,0,5,5
2006,South Eastern,Minor injury,Yes,No,No,No,No,Yes,Yes,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,No,No,No,Yes,No,No,4,0,0,0,4,4
2006,South Eastern,Minor injury,Yes,No,No,Yes,No,No,No,14,0,0,0,17,17
2006,South Eastern,Minor injury,Yes,No,No,Yes,No,No,Yes,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,No,Yes,No,No,No,No,36,0,0,0,43,43
2006,South Eastern,Minor injury,Yes,No,Yes,No,No,No,Yes,9,0,0,0,9,9
2006,South Eastern,Minor injury,Yes,No,Yes,No,No,Yes,No,2,0,0,0,3,3
2006,South Eastern,Minor injury,Yes,No,Yes,No,Yes,No,No,30,0,0,0,33,33
2006,South Eastern,Minor injury,Yes,No,Yes,Yes,No,No,No,6,0,0,0,7,7
2006,South Eastern,Minor injury,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,2,0,0,0,2,2
2006,South Eastern,Minor injury,Yes,Yes,No,No,No,No,No,65,0,0,0,73,73
2006,South Eastern,Minor injury,Yes,Yes,No,No,No,No,Yes,2,0,0,0,4,4
2006,South Eastern,Minor injury,Yes,Yes,No,No,Yes,No,No,5,0,0,0,7,7
2006,South Eastern,Minor injury,Yes,Yes,No,Yes,No,No,No,22,0,0,0,27,27
2006,South Eastern,Minor injury,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,No,33,0,0,0,36,36
2006,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,Yes,4,0,0,0,4,4
2006,South Eastern,Minor injury,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,32,0,0,0,42,42
2006,South Eastern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,9,0,0,0,15,15
2006,South Eastern,Minor injury,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,1,1
2006,South Eastern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,3,0,0,0,4,4
2006,South Eastern,Property damage only,No,No,No,No,No,No,No,37,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,No,No,No,No,61,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,No,No,No,Yes,6,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,No,No,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,No,Yes,No,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,No,Yes,No,No,No,15,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,No,No,No,No,34,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,No,No,No,Yes,4,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,No,Yes,No,No,41,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,No,No,No,No,219,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,No,No,No,Yes,21,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,No,No,Yes,No,5,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,No,Yes,No,No,10,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,Yes,No,No,No,36,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,Yes,No,No,Yes,2,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,No,Yes,No,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,No,No,No,No,102,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,No,No,No,Yes,19,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,No,No,Yes,No,2,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,No,123,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,2,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,Yes,No,No,No,5,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,Yes,No,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,5,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,No,No,No,80,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,No,No,Yes,4,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,No,Yes,No,5,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,Yes,No,No,10,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,Yes,No,Yes,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,No,Yes,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,No,36,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,No,42,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,12,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,52,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,6,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,12,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,8,0,0,0,0,0
2006,South Eastern,Property damage only,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,0,0,0,0
2006,Southern,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2006,Southern,Fatal,No,Yes,No,No,No,No,No,9,10,4,5,0,19
2006,Southern,Fatal,No,Yes,No,Yes,No,No,No,3,3,0,0,0,3
2006,Southern,Fatal,No,Yes,Yes,No,No,No,Yes,2,3,0,0,0,3
2006,Southern,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,2,0,0,3
2006,Southern,Fatal,Yes,No,No,No,No,No,No,16,17,8,3,2,30
2006,Southern,Fatal,Yes,No,No,No,No,No,Yes,3,3,0,0,0,3
2006,Southern,Fatal,Yes,No,No,No,Yes,No,No,1,1,0,0,0,1
2006,Southern,Fatal,Yes,No,No,Yes,No,No,No,7,9,4,3,0,16
2006,Southern,Fatal,Yes,No,No,Yes,No,No,Yes,1,1,0,1,0,2
2006,Southern,Fatal,Yes,No,Yes,No,No,No,No,3,3,0,0,1,4
2006,Southern,Fatal,Yes,No,Yes,No,No,No,Yes,2,2,0,0,0,2
2006,Southern,Fatal,Yes,No,Yes,No,Yes,No,No,8,14,2,1,1,18
2006,Southern,Fatal,Yes,No,Yes,No,Yes,No,Yes,1,1,3,4,0,8
2006,Southern,Fatal,Yes,Yes,No,No,No,No,No,4,4,6,3,2,15
2006,Southern,Fatal,Yes,Yes,No,No,No,Yes,No,1,2,0,1,0,3
2006,Southern,Fatal,Yes,Yes,No,Yes,No,No,No,1,1,0,0,0,1
2006,Southern,Fatal,Yes,Yes,Yes,No,No,No,No,3,3,0,0,2,5
2006,Southern,Fatal,Yes,Yes,Yes,No,Yes,No,No,1,2,1,0,0,3
2006,Southern,Fatal,Yes,Yes,Yes,Yes,No,No,No,1,1,2,0,0,3
2006,Southern,Hospitalisation,No,No,No,No,No,No,No,5,0,5,0,0,5
2006,Southern,Hospitalisation,No,No,No,Yes,No,No,No,1,0,1,0,0,1
2006,Southern,Hospitalisation,No,Yes,No,No,No,No,No,87,0,105,10,6,121
2006,Southern,Hospitalisation,No,Yes,No,No,No,No,Yes,10,0,12,1,1,14
2006,Southern,Hospitalisation,No,Yes,No,No,No,Yes,No,1,0,2,0,0,2
2006,Southern,Hospitalisation,No,Yes,No,No,Yes,No,No,1,0,1,0,0,1
2006,Southern,Hospitalisation,No,Yes,No,Yes,No,No,No,17,0,24,0,2,26
2006,Southern,Hospitalisation,No,Yes,No,Yes,No,Yes,No,1,0,1,0,0,1
2006,Southern,Hospitalisation,No,Yes,No,Yes,Yes,No,No,1,0,1,0,0,1
2006,Southern,Hospitalisation,No,Yes,Yes,No,No,No,No,28,0,30,1,2,33
2006,Southern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,3,0,7,1,0,8
2006,Southern,Hospitalisation,No,Yes,Yes,No,No,Yes,No,1,0,2,0,0,2
2006,Southern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,33,0,46,7,2,55
2006,Southern,Hospitalisation,No,Yes,Yes,No,Yes,No,Yes,1,0,4,0,0,4
2006,Southern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,4,0,4,3,1,8
2006,Southern,Hospitalisation,Yes,No,No,No,No,No,No,175,0,190,9,9,208
2006,Southern,Hospitalisation,Yes,No,No,No,No,No,Yes,17,0,23,7,0,30
2006,Southern,Hospitalisation,Yes,No,No,No,Yes,No,No,11,0,15,1,0,16
2006,Southern,Hospitalisation,Yes,No,No,Yes,No,No,No,65,0,78,15,7,100
2006,Southern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,2,0,2,0,0,2
2006,Southern,Hospitalisation,Yes,No,Yes,No,No,No,No,62,0,77,11,5,93
2006,Southern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,23,0,33,8,5,46
2006,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,79,0,99,22,5,126
2006,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,1,0,3,0,0,3
2006,Southern,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,2,0,2,0,0,2
2006,Southern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,4,0,4,0,0,4
2006,Southern,Hospitalisation,Yes,Yes,No,No,No,No,No,55,0,68,10,9,87
2006,Southern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,1,0,2,0,0,2
2006,Southern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,3,0,3,0,0,3
2006,Southern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,38,0,41,10,4,55
2006,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,19,0,23,9,1,33
2006,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,3,0,5,0,0,5
2006,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,35,0,40,11,5,56
2006,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,3,0,3,0,1,4
2006,Southern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,7,0,10,0,3,13
2006,Southern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,Yes,1,0,2,0,0,2
2006,Southern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,8,0,14,8,1,23
2006,Southern,Medical treatment,No,No,No,No,No,No,No,7,0,0,7,0,7
2006,Southern,Medical treatment,No,Yes,No,No,No,No,No,105,0,0,126,7,133
2006,Southern,Medical treatment,No,Yes,No,No,No,No,Yes,4,0,0,5,0,5
2006,Southern,Medical treatment,No,Yes,No,No,No,Yes,No,1,0,0,1,0,1
2006,Southern,Medical treatment,No,Yes,No,No,Yes,No,No,2,0,0,3,0,3
2006,Southern,Medical treatment,No,Yes,No,Yes,No,No,No,26,0,0,30,4,34
2006,Southern,Medical treatment,No,Yes,No,Yes,Yes,No,No,1,0,0,2,0,2
2006,Southern,Medical treatment,No,Yes,Yes,No,No,No,No,21,0,0,25,3,28
2006,Southern,Medical treatment,No,Yes,Yes,No,No,No,Yes,4,0,0,8,0,8
2006,Southern,Medical treatment,No,Yes,Yes,No,Yes,No,No,46,0,0,64,2,66
2006,Southern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,7,0,0,8,1,9
2006,Southern,Medical treatment,Yes,No,No,No,No,No,No,149,0,0,171,13,184
2006,Southern,Medical treatment,Yes,No,No,No,No,No,Yes,12,0,0,12,0,12
2006,Southern,Medical treatment,Yes,No,No,No,Yes,No,No,9,0,0,10,1,11
2006,Southern,Medical treatment,Yes,No,No,Yes,No,No,No,32,0,0,39,2,41
2006,Southern,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,0,1
2006,Southern,Medical treatment,Yes,No,Yes,No,No,No,No,43,0,0,56,5,61
2006,Southern,Medical treatment,Yes,No,Yes,No,No,No,Yes,14,0,0,18,2,20
2006,Southern,Medical treatment,Yes,No,Yes,No,Yes,No,No,60,0,0,77,3,80
2006,Southern,Medical treatment,Yes,No,Yes,Yes,No,No,No,9,0,0,13,1,14
2006,Southern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,2,0,0,4,1,5
2006,Southern,Medical treatment,Yes,Yes,No,No,No,No,No,84,0,0,99,13,112
2006,Southern,Medical treatment,Yes,Yes,No,No,No,No,Yes,4,0,0,4,1,5
2006,Southern,Medical treatment,Yes,Yes,No,No,No,Yes,No,1,0,0,1,0,1
2006,Southern,Medical treatment,Yes,Yes,No,No,Yes,No,No,6,0,0,12,1,13
2006,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,No,38,0,0,46,10,56
2006,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,1,0,0,1,1,2
2006,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,No,38,0,0,57,4,61
2006,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,2,0,0,3,1,4
2006,Southern,Medical treatment,Yes,Yes,Yes,No,No,Yes,No,1,0,0,1,1,2
2006,Southern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,50,0,0,73,9,82
2006,Southern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,2,0,0,2,0,2
2006,Southern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,2,0,0,2,0,2
2006,Southern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,3,0,0,3,1,4
2006,Southern,Minor injury,No,No,No,No,No,No,No,6,0,0,0,7,7
2006,Southern,Minor injury,No,Yes,No,No,No,No,No,52,0,0,0,62,62
2006,Southern,Minor injury,No,Yes,No,No,No,No,Yes,3,0,0,0,3,3
2006,Southern,Minor injury,No,Yes,No,Yes,No,No,No,19,0,0,0,23,23
2006,Southern,Minor injury,No,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2006,Southern,Minor injury,No,Yes,Yes,No,No,No,No,19,0,0,0,20,20
2006,Southern,Minor injury,No,Yes,Yes,No,No,No,Yes,3,0,0,0,3,3
2006,Southern,Minor injury,No,Yes,Yes,No,Yes,No,No,36,0,0,0,42,42
2006,Southern,Minor injury,No,Yes,Yes,Yes,No,No,No,1,0,0,0,1,1
2006,Southern,Minor injury,No,Yes,Yes,Yes,Yes,No,No,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,No,No,No,No,No,110,0,0,0,115,115
2006,Southern,Minor injury,Yes,No,No,No,No,No,Yes,9,0,0,0,9,9
2006,Southern,Minor injury,Yes,No,No,No,No,Yes,No,2,0,0,0,2,2
2006,Southern,Minor injury,Yes,No,No,No,Yes,No,No,4,0,0,0,4,4
2006,Southern,Minor injury,Yes,No,No,Yes,No,No,No,30,0,0,0,34,34
2006,Southern,Minor injury,Yes,No,No,Yes,No,No,Yes,4,0,0,0,4,4
2006,Southern,Minor injury,Yes,No,No,Yes,Yes,No,No,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,Yes,No,No,No,No,34,0,0,0,36,36
2006,Southern,Minor injury,Yes,No,Yes,No,No,No,Yes,7,0,0,0,7,7
2006,Southern,Minor injury,Yes,No,Yes,No,No,Yes,No,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,Yes,No,Yes,No,No,47,0,0,0,57,57
2006,Southern,Minor injury,Yes,No,Yes,Yes,No,No,No,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,Yes,Yes,No,No,Yes,1,0,0,0,1,1
2006,Southern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,5,0,0,0,7,7
2006,Southern,Minor injury,Yes,Yes,No,No,No,No,No,49,0,0,0,63,63
